#{"t_start": 1744471136.776834, "env_id": "LunarLander-v2"}
r,l,t
155.270074,994,1657.115582
-33.809543,280,1657.811663
258.595035,417,1659.061244
234.723373,384,1660.317777
194.207766,423,1664.526749
268.628511,438,1665.875654
-45.331796,184,1666.367706
-50.563174,322,1667.232939
217.483774,330,1668.234477
-71.75273,342,1669.225367
238.273134,435,1673.713096
213.327073,390,1675.17021
162.2234,647,1677.514997
214.499908,382,1679.011321
-66.037414,241,1679.760134
126.069352,753,1684.414074
221.048592,351,1685.415731
-88.598816,360,1686.51006
180.229361,579,1688.619917
-25.014937,240,1692.357862
-72.590364,340,1693.36455
-29.922272,321,1694.307117
262.313482,508,1696.246865
226.451115,354,1697.348437
193.270704,654,1702.991336
-67.02652,201,1703.774165
-134.118832,623,1706.248372
216.51613,354,1707.574777
219.901394,399,1709.202194
-63.216039,292,1710.496307
254.205792,448,1715.948727
225.54376,396,1717.224728
246.289698,524,1718.828014
214.730144,355,1719.872878
-64.208515,317,1721.091202
-50.094151,314,1724.857112
229.812296,295,1725.663392
208.093367,393,1726.625283
242.447066,374,1727.674067
106.123153,610,1729.821647
-22.409789,302,1733.850663
204.56126,480,1735.326454
-9.833679,205,1735.995045
-67.81482,162,1736.450858
-55.477627,247,1737.171721
90.341037,861,1742.927675
84.620692,876,1745.756735
-218.52095,744,1748.025298
216.032713,659,1753.293027
-11.076677,290,1754.282944
204.857103,395,1755.355974
240.859271,459,1756.606771
201.311648,343,1757.590331
-84.08075,324,1761.573747
199.583042,515,1763.157504
-54.541277,231,1763.796844
-19.398634,248,1764.483968
131.127236,558,1766.249803
219.470304,388,1770.325695
169.273775,386,1771.461813
205.567069,579,1773.210489
170.226844,548,1775.148054
226.413284,256,1776.016774
-36.309276,174,1776.529772
214.721014,459,1780.931485
207.498224,520,1782.449795
203.711469,362,1783.433801
173.930763,510,1785.374637
208.696856,494,1789.876658
179.947771,413,1791.146426
20.586219,320,1791.992293
-83.638714,185,1792.614408
237.858663,333,1793.48579
-49.194944,279,1794.375954
245.05061,385,1798.624043
208.704242,342,1799.75388
235.990696,395,1800.962918
-35.081803,269,1801.902831
204.919234,371,1802.921369
188.210445,379,1803.907353
-24.162459,316,1808.101134
-117.383481,512,1809.592844
192.430321,322,1810.502522
228.245729,334,1811.603354
233.248335,352,1812.572773
151.651323,619,1817.642642
-117.38635,246,1818.254546
169.396056,610,1820.306258
220.679786,374,1821.467739
-48.259694,292,1822.29426
245.203953,336,1826.165198
235.522754,328,1827.044357
239.914823,349,1827.973785
220.142669,448,1829.544001
-44.680201,263,1830.305367
264.18029,372,1831.327896
-55.605364,242,1832.086876
247.488502,346,1835.916283
213.070052,403,1837.051162
