#{"t_start": 1744462279.9696674, "env_id": "LunarLander-v2"}
r,l,t
235.456174,541,578.335677
213.635288,393,579.070317
181.525196,650,580.323846
-5.456204,333,581.131435
244.445038,376,583.572603
216.550925,393,584.260123
16.145743,330,584.80947
212.428617,449,585.625819
27.553729,319,586.172854
-19.209265,264,588.660393
203.988946,475,589.567147
188.442508,646,590.65076
161.313297,582,591.635545
249.387164,400,594.268227
-28.601556,325,594.865252
-34.598045,463,595.702852
238.23509,452,596.690762
234.628179,415,597.515449
-58.845725,295,599.755609
215.985528,461,600.587415
-4.961203,293,601.0887
184.116833,569,602.148854
-40.082407,522,603.059431
196.199582,454,605.905021
246.740369,382,606.555583
-32.318182,391,607.242584
219.694512,441,607.944524
186.873143,544,608.8831
-56.282359,390,611.699769
-24.0691,291,612.393497
174.695907,487,613.396313
218.693012,404,614.044242
190.349035,464,614.801646
225.284744,761,618.092247
162.614362,588,619.194183
-48.900234,400,619.901231
-65.281585,371,622.623999
218.16557,429,623.341557
-98.49466,361,623.955933
-50.219511,320,624.50508
-59.709654,486,625.337013
215.289749,378,625.996954
-54.591813,440,628.918537
-39.006089,538,629.878569
208.087557,403,630.544157
-45.062558,285,631.024136
134.342983,581,634.002789
101.432961,605,635.174282
20.722305,1000,637.424478
-79.400641,415,639.99142
-41.905533,277,640.472368
248.169269,414,641.225107
216.214725,426,641.971067
197.584738,463,642.872989
-41.944991,373,645.792438
232.630858,441,646.534095
50.561389,1000,648.292879
-41.476656,307,648.84555
189.795582,334,651.392084
-39.510295,1000,653.445019
187.982539,415,654.135964
179.342526,502,654.97208
-44.164148,1000,658.762616
-64.640393,408,659.526281
163.524968,592,660.74292
215.496606,583,663.754228
-102.566354,539,664.66053
-31.434822,350,665.291048
176.993347,789,668.868631
100.753848,1000,670.657207
223.496271,394,671.295171
-120.577354,793,674.707762
289.243544,516,675.622656
79.701464,1000,677.723656
-152.084939,526,680.591762
-14.286356,301,681.09389
126.129096,743,682.386072
195.437608,474,683.253069
-63.040783,1000,687.066546
-108.227232,614,688.090215
179.172332,483,688.965345
158.380124,624,692.103816
-39.530655,1000,694.067795
-61.147644,1000,697.711027
-73.675234,1000,699.560872
-10.971341,1000,703.36057
-35.51689,1000,705.118433
199.370817,462,705.921302
185.223671,376,708.668932
-57.275317,279,709.289655
-51.147365,1000,711.071923
203.647695,423,711.821502
200.091407,346,714.426128
-94.163883,496,715.364901
-74.850459,236,715.793411
-83.784666,466,716.77753
192.259555,471,717.665888
-137.1205,724,720.666572
-61.83477,1000,722.436087
225.329165,336,723.03444
215.907447,451,726.002206
-176.456204,981,727.669724
9.906471,284,728.151568
221.961462,387,728.802099
122.609777,917,732.539413
-73.315124,1000,734.376221
-140.814677,610,737.372691
193.237194,518,738.287465
188.014779,484,739.141933
229.736014,450,739.968975
-22.072268,1000,743.961519
200.01624,463,744.779141
-31.653953,1000,748.631891
204.047647,583,749.739536
221.985884,389,750.36848
-21.903456,344,750.925604
140.102194,551,751.898165
-64.490802,288,754.295211
-28.819453,253,754.744403
238.136973,404,755.474127
8.319211,1000,757.465731
-55.398078,1000,760.942164
-81.427907,587,762.023684
-57.175326,1000,765.921035
197.756592,486,766.799978
154.682096,583,767.84751
-25.46122,390,768.557993
-79.775526,328,771.221278
201.902721,769,772.794409
173.674922,437,773.704798
186.09962,468,774.465976
