#{"t_start": 1744013230.2761657, "env_id": "ALE/Breakout-v5"}
r,l,t
7.0,251,6399.317529
5.0,317,6403.7476
11.0,427,6411.505241
8.0,432,6417.750503
13.0,514,6425.549011
11.0,290,6429.449427
5.0,311,6434.682822
7.0,252,6438.332104
5.0,320,6442.26322
8.0,445,6450.690071
5.0,296,6456.058324
12.0,352,6462.088463
4.0,264,6465.895792
5.0,352,6470.748542
4.0,263,6474.076936
10.0,378,6479.411866
8.0,334,6483.218745
5.0,273,6486.720796
8.0,296,6491.073981
11.0,267,6494.326806
7.0,358,6498.007587
7.0,248,6501.191179
9.0,323,6505.559592
9.0,301,6508.731311
7.0,245,6511.924664
5.0,311,6516.219465
7.0,388,6520.862948
6.0,340,6524.302772
8.0,295,6528.475258
14.0,529,6534.614402
11.0,390,6539.289624
6.0,357,6543.980631
6.0,456,6548.845653
7.0,451,6554.696614
9.0,440,6559.393394
11.0,455,6565.311758
7.0,392,6569.900488
5.0,291,6573.286873
5.0,308,6576.536568
7.0,248,6579.549036
4.0,260,6582.570378
4.0,259,6585.648569
2.0,202,6588.356017
3.0,229,6591.266
2.0,202,6593.06048
2.0,202,6595.78491
6.0,379,6600.212257
2.0,202,6601.961908
2.0,202,6604.938435
2.0,201,6607.729406
3.0,253,6610.841758
2.0,203,6612.638134
3.0,230,6615.415129
3.0,250,6618.407369
3.0,231,6621.252098
5.0,309,6624.465151
6.0,338,6628.694856
9.0,346,6632.21239
5.0,326,6637.417492
3.0,231,6640.566996
6.0,335,6644.402433
5.0,308,6649.091084
11.0,423,6654.075371
7.0,410,6658.860473
4.0,262,6662.195418
3.0,232,6665.404845
9.0,774,6675.607381
6.0,357,6680.478871
4.0,328,6685.082401
5.0,313,6688.908699
9.0,379,6693.661572
8.0,444,6699.94053
12.0,603,6706.429371
10.0,5093,6770.790594
12.0,554,6777.443897
10.0,355,6782.258215
14.0,365,6787.043571
12.0,426,6791.648397
11.0,1487,6809.052887
12.0,590,6816.472877
9.0,329,6819.796562
12.0,321,6824.013843
8.0,285,6827.088491
11.0,431,6831.888077
5.0,330,6836.131462
8.0,321,6839.219341
4.0,559,6846.18938
8.0,298,6849.383785
2.0,185,6851.057837
10.0,375,6855.542635
5.0,312,6859.629771
7.0,396,6864.17101
8.0,401,6868.590843
12.0,316,6871.773546
8.0,414,6877.278747
8.0,293,6880.508405
7.0,245,6883.508438
6.0,343,6887.750586
14.0,635,6894.995534
6.0,361,6898.400476
10.0,355,6902.704918
11.0,267,6905.768252
5.0,289,6908.759737
7.0,358,6913.221332
5.0,286,6917.210651
11.0,267,6920.177003
12.0,440,6924.804745
1.0,27000,7248.921381
8.0,410,7253.274583
7.0,393,7257.776383
12.0,344,7261.985934
13.0,483,7267.600597
6.0,361,7271.760123
4.0,261,7274.665905
2.0,188,7276.340344
3.0,276,7279.312088
2.0,195,7281.904781
6.0,364,7286.377961
10.0,438,7290.685678
9.0,633,7297.741919
9.0,359,7302.060365
3.0,217,7303.857569
6.0,368,7307.980023
10.0,366,7312.294924
9.0,340,7316.491035
9.0,332,7319.749972
10.0,398,7325.270787
5.0,309,7328.417851
11.0,270,7331.315895
10.0,373,7335.6396
14.0,402,7339.966489
4.0,304,7343.14883
6.0,341,7347.316897
6.0,339,7351.49048
