#{"t_start": 1744427491.0343585, "env_id": "LunarLander-v2"}
r,l,t
243.470197,488,1108.408662
-80.76764,204,1108.847536
-73.954647,340,1109.678613
-50.549565,257,1110.261814
-77.18614,354,1113.487926
-94.771879,230,1114.354851
-59.554963,296,1115.363227
122.716102,568,1117.209783
236.530366,402,1118.350388
-9.656242,232,1118.941933
-30.764639,338,1122.201112
256.187034,340,1122.96631
-29.239358,263,1123.613756
-88.427482,334,1124.478785
201.005898,331,1125.29994
53.708065,1000,1130.707292
213.275602,317,1132.100422
172.466555,376,1133.443837
-39.358452,195,1134.15176
208.028324,454,1135.447792
-75.061656,207,1136.055631
234.224094,413,1139.279336
231.461756,396,1140.555392
-171.024125,689,1142.54677
203.590723,360,1143.32265
-76.884365,266,1146.400137
173.029311,418,1147.598964
213.203776,369,1148.424232
180.995611,911,1150.640064
218.546527,352,1154.105726
-59.900666,217,1154.560651
183.563213,319,1155.201307
177.082979,372,1156.030885
-107.632634,286,1156.720062
-126.600394,605,1158.281763
256.228024,417,1162.920826
-74.830533,300,1163.734478
-54.539941,322,1164.444566
-48.809221,364,1165.284955
-63.051883,225,1165.857496
172.611563,342,1166.730222
-59.60369,213,1167.338867
168.605054,368,1170.834049
-5.316683,228,1171.456361
-128.1048,497,1172.722277
202.201112,454,1173.898046
225.847147,355,1174.874145
-108.281285,359,1178.361461
-117.464977,462,1179.487631
211.175859,426,1180.607456
150.369633,299,1181.431904
-67.599733,433,1182.525731
225.869014,425,1186.412767
194.824509,604,1188.051953
182.004585,403,1189.265952
229.931672,337,1190.279648
166.89024,382,1191.502878
-82.772434,310,1195.130929
209.915523,284,1195.932476
-52.398686,279,1196.515874
235.271389,316,1197.190328
-83.917338,257,1197.7657
-60.42536,159,1198.180138
208.15264,413,1199.095536
176.087768,345,1202.212463
185.460027,537,1203.538589
188.382927,372,1204.461437
111.490234,1000,1209.234252
-38.499587,229,1209.700876
223.828978,343,1210.447459
166.792619,607,1211.90313
157.442862,499,1213.028496
209.388996,312,1213.810301
-32.77058,310,1216.99083
-32.393044,276,1217.605124
-83.719067,439,1218.608284
144.804342,774,1220.381125
-7.704577,280,1221.024792
173.856013,475,1224.740088
169.099421,439,1225.628149
213.556284,368,1226.563323
192.474206,361,1227.430037
81.941977,1000,1232.235443
-71.53556,293,1232.922155
191.806844,356,1233.749738
158.967161,527,1234.953177
217.241327,277,1235.666982
-36.437133,288,1239.148048
205.342123,431,1240.308669
195.991787,437,1241.398778
173.932588,634,1242.870655
221.694525,345,1246.333066
115.512205,821,1248.456983
207.999923,342,1249.233292
248.588116,536,1250.569234
-82.082243,307,1253.822055
204.624363,349,1254.730313
-71.417274,307,1255.575949
-27.33482,168,1256.135958
-140.573599,372,1257.122344
202.390143,489,1258.163831
223.547911,481,1261.650026
198.930533,308,1262.388209
205.415899,365,1263.192183
81.43097,830,1265.22738
218.905852,339,1266.044109
203.63766,346,1269.226742
202.68635,393,1270.188322
203.379449,438,1271.267317
170.533794,386,1272.214961
